"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"International Master in Horticultural Sciences","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/horticultural-sciences/466-international-master-in-horticultural-sciences-e-12-3-wien.en.html","English","Austria",NA,"Yes","49.00675","8.393843"
"Technical Sciences","Akademie der bildenden Künste Wien","PhD","https://www.studienwahl.at/studies/art-studies/doctoral-programmes/480-technical-sciences-4-3-wien.en.html","German","Austria",NA,"Yes","53.608827","10.009959"
"Industrial Design","Universität für angewandte Kunst Wien","Diploma","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/industrial-design/482-industrial-design-3-3-wien.en.html","German","Austria",NA,"Yes","41.997064","21.403741"
"Industrial Design","Kunstuniversität Linz","Bachelor","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/industrial-design/483-industrial-design-2-3-linz.en.html","German","Austria",180,"Yes","41.416287","33.783438"
"Industrial Design","Kunstuniversität Linz","Master","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/industrial-design/484-industrial-design-12-3-linz.en.html","German","Austria",NA,"Yes","41.416287","33.783438"
"Industrial Management and Business Administration","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/485-industrial-management-and-business-administration-12-3-leoben.en.html","German","Austria",NA,"Yes","49.213642","16.622247"
"Energy Engineering","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/energy-engineering/486-energy-engineering-12-3-leoben.en.html","German","Austria",NA,"Yes","49.213642","16.622247"
"Environmental and Climate Protection Technology","Montanuniversität Leoben","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/environmental-protection-waste-disposal-engineering-and-recycling/487-environmental-and-climate-protection-technology-2-3-leoben.en.html","German","Austria",180,"Yes","49.213642","16.622247"
"Environmental and Climate Protection Technology","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/environmental-protection-waste-disposal-engineering-and-recycling/488-environmental-and-climate-protection-technology-12-3-leoben.en.html","German","Austria",NA,"Yes","49.213642","16.622247"
"Industrial Logistics","Montanuniversität Leoben","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/industrial-logistics/489-industrial-logistics-2-3-leoben.en.html","German","Austria",180,"Yes","49.213642","16.622247"
"Industrial Logistics","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/industrial-logistics/490-industrial-logistics-12-3-leoben.en.html","German","Austria",NA,"Yes","49.213642","16.622247"
"Industrial Mathematics","Universität Linz","Master","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/491-industrial-mathematics-e-12-3-linz.en.html","English","Austria",NA,"Yes","48.341662","14.284451"
"Computer Science","Universität Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/492-computer-science-2-3-wien.en.html","German","Austria",180,"Yes","52.23877","6.850542"
"Computer Sciences","Universität Innsbruck","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/493-computer-sciences-2-3-innsbruck.en.html","German","Austria",180,"Yes","47.269258","11.404079"
"Computer Sciences","Universität Innsbruck","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/494-computer-sciences-e-12-3-innsbruck.en.html","English","Austria",NA,"Yes","47.269258","11.404079"
"Computer Sciences","Technische Universität Graz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/495-computer-sciences-2-3-graz.en.html","German","Austria",180,"Yes","51.039135","13.737675"
"Computer Science","Technische Universität Graz","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/496-computer-science-e-12-3-graz.en.html","English","Austria",NA,"Yes","51.039135","13.737675"
"Computer Sciences","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/497-computer-sciences-2-3-linz.en.html","German","Austria",180,"Yes","48.341662","14.284451"
"Computer Science","Universität Linz","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/498-computer-science-e-12-3-linz.en.html","English","Austria",NA,"Yes","48.341662","14.284451"
"Applied Informatics","Universität Klagenfurt","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/499-applied-informatics-2-3-klagenfurt.en.html","German","Austria",180,"Yes","46.644509","14.32712"
"Informatics","Universität Klagenfurt","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/500-informatics-e-12-3-klagenfurt.en.html","English","Austria",NA,"Yes","46.644509","14.32712"
"Information and Communictions Engineering","Universität Klagenfurt","Master","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/510-information-and-communictions-engineering-e-12-3-klagenfurt.en.html","English","Austria",NA,"Yes","46.644509","14.32712"
"Electronics and Information Technology","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/511-electronics-and-information-technology-2-3-linz.en.html","German","Austria",180,"Yes","48.341662","14.284451"
"Electronics and Information Technology","Universität Linz","Master","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/512-electronics-and-information-technology-12-3-linz.en.html","German","Austria",NA,"Yes","48.341662","14.284451"
"Management Information Systems","Universität Klagenfurt","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/information/computer-management/513-management-information-systems-2-3-klagenfurt.en.html","German","Austria",180,"Yes","46.644509","14.32712"
"Information and Communications Engineering","Universität Klagenfurt","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/515-information-and-communications-engineering-2-3-klagenfurt.en.html","German","Austria",180,"Yes","46.644509","14.32712"
"JDS Engineering","Universität Salzburg","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/engineering-sciences/516-jds-engineering-2-3-salzburg.en.html","German","Austria",180,"Yes","47.805139","13.038069"
"International Study Program in Petroleum Engineering","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/535-international-study-program-in-petroleum-engineering-e-12-3-leoben.en.html","English","Austria",NA,"Yes","49.213642","16.622247"
"Environmental Sciences and Civil Engineering","Universität für Bodenkultur Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/626-environmental-sciences-and-civil-engineering-2-3-wien.en.html","German","Austria",180,"Yes","49.00675","8.393843"
"Civil Engineering and Water Management","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/627-civil-engineering-and-water-management-12-3-wien.en.html","German","Austria",NA,"Yes","49.00675","8.393843"
"Polymer Engineering and Science","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/polymer-engineering-and-technologies/639-polymer-engineering-and-science-12-3-leoben.en.html","German","Austria",NA,"Yes","49.213642","16.622247"
"Sustainable Polymer Engineering & Circular Economy","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/agriculture/polymer-engineering-and-technologies/640-sustainable-polymer-engineering-circular-economy-2-3-linz.en.html","German","Austria",180,"Yes","48.341662","14.284451"
"Applied Limnology","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/642-applied-limnology-e-12-3-wien.en.html","English","Austria",NA,"Yes","49.00675","8.393843"
"Landscape Architecture and Landscape Planning","Universität für Bodenkultur Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/landscape-design-and-landscape-planning/643-landscape-architecture-and-landscape-planning-2-3-wien.en.html","German","Austria",180,"Yes","49.00675","8.393843"
"Landscape Architecture and Landscape Planning","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/landscape-design-and-landscape-planning/644-landscape-architecture-and-landscape-planning-12-3-wien.en.html","German","Austria",NA,"Yes","49.00675","8.393843"
"Food Science and Biotechnology","Universität für Bodenkultur Wien","Bachelor","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/652-food-science-and-biotechnology-2-3-wien.en.html","German","Austria",180,"Yes","49.00675","8.393843"
"Food Science and Technology","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/653-food-science-and-technology-12-3-wien.en.html","German","Austria",NA,"Yes","49.00675","8.393843"
"Mechanical Engineering","Technische Universität Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/660-mechanical-engineering-2-3-wien.en.html","German","Austria",180,"Yes","51.039135","13.737675"
"Mechanical Engineering","Technische Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/661-mechanical-engineering-12-3-wien.en.html","German","Austria",NA,"Yes","51.039135","13.737675"
"Mechanical Engineering","Technische Universität Graz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/662-mechanical-engineering-2-3-graz.en.html","German","Austria",180,"Yes","51.039135","13.737675"
"Mechanical Engineering","Technische Universität Graz","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/663-mechanical-engineering-12-3-graz.en.html","German","Austria",NA,"Yes","51.039135","13.737675"
"Materials Sciences and Nanosciences","Universität Innsbruck","Master","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/materials-sciences/665-materials-sciences-and-nanosciences-12-3-innsbruck.en.html","German","Austria",NA,"Yes","47.269258","11.404079"
"Materials Sciences","Technische Universität Wien","Master","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/materials-sciences/666-materials-sciences-12-3-wien.en.html","German","Austria",NA,"Yes","51.039135","13.737675"
"Cartography – International Master's Programme","Technische Universität Wien","Master","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/681-cartography-international-masters-programme-e-12-3-wien.en.html","English","Austria",NA,"Yes","51.039135","13.737675"
"Technical Mathematics","Technische Universität Wien","Bachelor","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/684-technical-mathematics-2-3-wien.en.html","German","Austria",180,"Yes","51.039135","13.737675"
"Mechatronics","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/mechatronics/689-mechatronics-2-3-linz.en.html","German","Austria",180,"Yes","48.341662","14.284451"
"Mechatronics","Universität Linz","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechatronics/690-mechatronics-12-3-linz.en.html","German","Austria",NA,"Yes","48.341662","14.284451"
"Media Informatics","Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/information/computer-sciences/694-media-informatics-e-12-3-wien.en.html","English","Austria",NA,"Yes","52.23877","6.850542"
